Date,Latitude,longitude,Pressure,Salinity,Temperature,QC,label
-0.3354913567371653,-0.4576401560257962,-0.364695663547347,-0.6524376555568895,0.6547048587480263,0.5277091990839095,0,0
-0.5197748741601376,-0.8087675103412548,-0.5074454224852143,-0.6520693265472162,0.6393370262306914,0.5265930368495702,0,0
-1.395362221250937,-0.6413782831546563,-1.1848558788530548,-0.6892705565242196,0.8135057947604745,0.667508518934923,0,0
1.43856509939741,1.4580662372083932,1.4368236515442114,-0.985407080301554,0.4638876049911246,1.0845346337399928,4,1
0.7243378835318551,0.5836672291854466,0.6513220362708798,-0.9294210708312122,0.7968573095333648,0.7668469577911323,0,0
1.6689295089268643,1.6304776754883654,2.3119673001807626,-0.965885642788869,0.471571521249792,0.3884679603500653,4,1
1.0008033706599613,1.486543242663375,0.5751739004970005,0.9125923065449688,-1.2419418044329813,-1.251174361894558,0,0
-1.5564948990439422,-1.276581130911274,-0.8278275054985456,2.2941944218295225,-1.4301977527703242,-1.5750009301322854,0,0
-0.1743351603125964,-0.06200746297863,-0.7257274131576148,-0.6150522610750493,0.6226885410035726,0.4829231894310401,0,0
0.3096597983341925,0.6639157511242513,-0.0363348236606515,-0.7627521939540433,0.739227937593359,0.6097471233078577,0,0
-0.4506215378622328,-0.8725068490050333,-0.4303174393760125,-0.99332615400953,1.2053855239525042,1.979417705121632,0,0
1.484612446789032,1.340845693177943,1.7544901576567826,-0.984854586787044,0.6944050927511384,0.8546052134660702,4,1
0.4018060101199088,0.2582920636679269,0.3602793820410144,1.1895757218192915,-1.272677469467651,-1.3212135420993576,0,0
0.6781292655237993,0.4087446853587875,0.7566416269993086,0.9127764710498052,-1.259870942369875,-1.2109925214583386,0,0
-1.118902307131897,-0.7051710495960217,-1.05434021378768,-0.7443357434703781,0.7942960041138059,0.6696013231243095,0,0
-1.1649669335181372,-0.7427842050187364,-1.0576996903659397,1.5573522379780829,-1.3840942552183286,-1.4713373626180108,0,0
-0.6349431064045257,-1.0350341484310253,-0.627154771223856,-0.99443114103855,0.9787099943218242,1.3423681098724012,0,0
-0.8885042462271218,-0.6395083109390369,-1.0109469746518305,1.1886548992951085,-1.3213422724392052,-1.3517684832643997,0,0
1.0929495824456776,1.3249242154563952,0.6103084263779631,-0.3575902833134115,0.5829883070004607,0.4110702455954392,0,0
-1.026740389593357,-1.0133958985074474,-0.9701013385878282,-0.6161572481040692,0.5983561395177955,0.4804118244037763,0,0
0.1021915232547815,-0.3973736229053096,-0.2049245566129638,1.464533327540411,-1.327745535988098,-1.420691501234859,0,0
